_id,plot,genres,runtime,cast,num_mflix_comments,title,fullplot,countries,released,directors,rated,awards,lastupdated,year,imdb,type,tomatoes,poster,writers,languages,metacritic
573a13acf29313caabd27cc3,"In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho...","['Crime', 'Drama', 'Mystery']",132.0,"['Kang-ho Song', 'Sang-kyung Kim', 'Roe-ha Kim', 'Jae-ho Song']",1.0,Memories of Murder,"In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho Yong-koo, two brutal and stupid local detectives without any technique, investigate the murder using brutality and torturing the suspects, without any practical result. The Detective Seo Tae-Yoon from Seoul comes to the country to help the investigations and is convinced that a serial-killer is killing the women. When a third woman is found dead in the same ""modus-operandi"", the detectives find leads of the assassin.",['South Korea'],2003-05-02,['Joon-ho Bong'],UNRATED,"{'wins': 14, 'nominations': 2, 'text': '14 wins & 2 nominations.'}",2015-09-15 05:41:19.230000000,2003,"{'rating': 8.1, 'votes': 56079, 'id': 353969}",movie,"{'website': 'http://www.memoriesofmurder.com/', 'viewer': {'rating': 4.2, 'numReviews': 10101, 'meter': 94}, 'dvd': datetime.datetime(2005, 8, 9, 0, 0), 'critic': {'rating': 7.8, 'numReviews': 36, 'meter': 89}, 'lastUpdated': datetime.datetime(2015, 9, 15, 18, 57, 41), 'consensus': 'Memories of Murder blends the familiar crime genre with social satire and comedy, capturing the all-too human desperation of its key characters.', 'rotten': 4, 'production': 'CJ Entertainment', 'fresh': 32}",https://m.media-amazon.com/images/M/MV5BZWYyYTk5ODQtNjFjZi00ZDFlLWEwNGEtNGQwZTdmYWRhNmU3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY1000_SX677_AL_.jpg,"['Joon-ho Bong', 'Kwang-rim Kim', 'Sung-bo Shim']","['Korean', 'English']",82.0
573a13adf29313caabd29bc1,"A thriller set in London, in which a politician's life becomes increasingly complex as his research assistant is found dead on the London Underground and, in a seemingly unrelated incident, a teenage pickpocket is shot dead.","['Crime', 'Drama', 'Mystery']",57.0,"['John Simm', 'Kelly Macdonald', 'Bill Nighy', 'Philip Glenister']",,State of Play,"A thriller set in London, in which a politician's life becomes increasingly complex as his research assistant is found dead on the London Underground and, in a seemingly unrelated incident, a teenage pickpocket is shot dead.",['UK'],2003-05-18,,,"{'wins': 16, 'nominations': 10, 'text': '16 wins & 10 nominations.'}",2015-08-11 00:11:39.513000000,2003,"{'rating': 8.6, 'votes': 6083, 'id': 362192}",series,"{'viewer': {'rating': 2.9, 'numReviews': 146, 'meter': 50}, 'dvd': datetime.datetime(2003, 11, 18, 0, 0), 'lastUpdated': datetime.datetime(2015, 8, 20, 18, 50, 27)}","https://m.media-amazon.com/images/M/MV5BMTM3ODYzOTM1Ml5BMl5BanBnXkFtZTcwMDQ0OTY5Ng@@._V1._CR2,3,1444,1943_SY132_CR4,0,89,132_AL_.jpg",,['English'],
573a13abf29313caabd24610,"Till recently an University professor, a bohemian writer, a member of Belgrade's intellectual circles and a passionate opponent of the Milosevic's regime, TEJA is today a manager of a big ...","['Comedy', 'Drama']",104.0,"['Bora Todorovic', 'Branislav Lecic', 'Natasa Ninkovic', 'Dragan Jovanovic']",,The Professional,"Till recently an University professor, a bohemian writer, a member of Belgrade's intellectual circles and a passionate opponent of the Milosevic's regime, TEJA is today a manager of a big publishing house. One day a strange visitor comes uninvited to his office, carrying a big suitcase. That man is LUKA, a former agent of the Serbian Security Service, now a taxi driver. Suddenly a surprising confrontation of these two men begins, which is full of incredible twists. As we get to know LUKA, we find that his mission for the last ten years was to daily shadow TEJA, to write reports on his behavior and acts, to watch on him even in the most intimate moments of his life. Gradually the last ten years of their lives begin to appear, the lives of these two men with quite different destinies. We see before us the chronicle of an age from the most incredible situations, often touching, sometimes irresistibly funny, to the most tragic events and the darkest war stories in the history of one nation's struggle in the end of the 20th century.",['Serbia and Montenegro'],2003-05-21,['Dusan Kovacevic'],,"{'wins': 5, 'nominations': 2, 'text': '5 wins & 2 nominations.'}",2015-08-24 00:33:25.243000000,2003,"{'rating': 8.3, 'votes': 3780, 'id': 339535}",movie,"{'viewer': {'rating': 4.4, 'numReviews': 241}, 'lastUpdated': datetime.datetime(2015, 9, 2, 18, 55, 22)}",https://m.media-amazon.com/images/M/MV5BMTY2ODE3MzMwOV5BMl5BanBnXkFtZTcwMzY2NDQyMQ@@._V1_SY1000_SX677_AL_.jpg,"['Dusan Kovacevic (play)', 'Dusan Kovacevic (screenplay)']",['Serbian'],
573a13a5f29313caabd1333a,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","['Animation', 'Adventure', 'Comedy']",100.0,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']",367.0,Finding Nemo,"A clown fish named Marlin lives in the Great Barrier Reef loses his son, Nemo. After he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. So, while Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbor. While the two are doing this, Nemo and the other sea animals in the dentist's fish tank plot a way to return to Sydney Harbor to live their lives free again.",['USA'],2003-05-30,"['Andrew Stanton', 'Lee Unkrich']",G,"{'wins': 46, 'nominations': 50, 'text': 'Won 1 Oscar. Another 45 wins & 50 nominations.'}",2015-09-02 00:24:42.757000000,2003,"{'rating': 8.2, 'votes': 600064, 'id': 266543}",movie,"{'website': 'http://disney.go.com/disneyvideos/animatedfilms/findingnemo/index2.html', 'viewer': {'rating': 3.8, 'numReviews': 33350664, 'meter': 86}, 'dvd': datetime.datetime(2013, 5, 7, 0, 0), 'critic': {'rating': 8.7, 'numReviews': 253, 'meter': 99}, 'boxOffice': '$41.1M', 'consensus': ""Breathtakingly lovely and grounded by the stellar efforts of a well-chosen cast, Finding Nemo adds another beautifully crafted gem to Pixar's crown."", 'rotten': 3, 'production': 'Walt Disney Pictures', 'lastUpdated': datetime.datetime(2015, 9, 12, 17, 9, 21), 'fresh': 250}",https://m.media-amazon.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_SY1000_SX677_AL_.jpg,"['Andrew Stanton (original story by)', 'Andrew Stanton (screenplay)', 'Bob Peterson (screenplay)', 'David Reynolds (screenplay)']",['English'],90.0
573a13abf29313caabd25fcb,"An Italian epic that follows the lives of two brothers, from the 1960s to the 2000s.","['Drama', 'Romance']",383.0,"['Luigi Lo Cascio', 'Alessio Boni', 'Sonia Bergamasco', 'Maya Sansa']",2.0,The Best of Youth,"Nicola and Matteo Carati are two brothers of Rome, who live the years from 1966 to 2000 and all the events which have signed this period. They begin their adventure, helping Giorgia, a young girl confined in an asylum. Then, after the flood of Florence, Nicola meets Giulia a talented piano player with a dangerous sympathy for the BR. Matteo, a rebel spirit entered in the police, will find the optimistic photographer Mirella. These four characters and many others will cross the years of terrorism and Tangentopoli.",['Italy'],2003-06-22,['Marco Tullio Giordana'],R,"{'wins': 27, 'nominations': 17, 'text': '27 wins & 17 nominations.'}",2015-09-02 00:24:14.523000000,2003,"{'rating': 8.5, 'votes': 15433, 'id': 346336}",movie,"{'website': 'http://www.miramax.com/movie/the-best-of-youth-la-meglio-gioventu', 'viewer': {'rating': 4.6, 'numReviews': 7554, 'meter': 98}, 'dvd': datetime.datetime(2006, 2, 7, 0, 0), 'critic': {'rating': 8.4, 'numReviews': 62, 'meter': 95}, 'lastUpdated': datetime.datetime(2015, 9, 2, 18, 49, 48), 'consensus': 'Earns its 6 hours running time by telling an engrossing story with compelling characters.', 'rotten': 3, 'production': 'Miramax Films', 'fresh': 59}",https://m.media-amazon.com/images/M/MV5BMzkwNTlkZjEtNWExOC00ZWFiLWE1NzgtZDY1ODZmYTBiZmUyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY1000_SX677_AL_.jpg,"['Sandro Petraglia', 'Stefano Rulli']","['Italian', 'English', 'Norwegian']",89.0
573a13aaf29313caabd2128b,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","['Action', 'Adventure', 'Fantasy']",143.0,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley']",378.0,Pirates of the Caribbean: The Curse of the Black Pearl,"This swash-buckling tale follows the quest of Captain Jack Sparrow, a savvy pirate, and Will Turner, a resourceful blacksmith, as they search for Elizabeth Swann. Elizabeth, the daughter of the governor and the love of Will's life, has been kidnapped by the feared Captain Barbossa. Little do they know, but the fierce and clever Barbossa has been cursed. He, along with his large crew, are under an ancient curse, doomed for eternity to neither live, nor die. That is, unless a blood sacrifice is made.",['USA'],2003-07-09,['Gore Verbinski'],PG-13,"{'wins': 36, 'nominations': 76, 'text': 'Nominated for 5 Oscars. Another 31 wins & 76 nominations.'}",2015-08-31 00:06:06.937000000,2003,"{'rating': 8.1, 'votes': 726348, 'id': 325980}",movie,"{'website': 'http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html', 'viewer': {'rating': 3.9, 'numReviews': 33121108, 'meter': 86}, 'dvd': datetime.datetime(2003, 12, 2, 0, 0), 'critic': {'rating': 7.1, 'numReviews': 208, 'meter': 79}, 'boxOffice': '$305.3M', 'consensus': ""May leave you exhausted like the theme park ride that inspired it; however, you'll have a good time when it's over."", 'rotten': 44, 'production': 'Buena Vista Pictures', 'lastUpdated': datetime.datetime(2015, 9, 12, 17, 15, 32), 'fresh': 164}",https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY1000_SX677_AL_.jpg,"['Ted Elliott (screen story)', 'Terry Rossio (screen story)', 'Stuart Beattie (screen story)', 'Jay Wolpert (screen story)', 'Ted Elliott (screenplay)', 'Terry Rossio (screenplay)']",['English'],63.0
573a13adf29313caabd2a0a1,"In April 2002, an Irish film crew is making a documentary about Venezuelan President Hugo Chavez, when a coup from the opposition is made.",['Documentary'],74.0,"['Hugo Chèvez', 'Pedro Carmona', 'Jesse Helms', 'Colin Powell']",4.0,The Revolution Will Not Be Televised,"In April 2002, an Irish film crew is making a documentary about Venezuelan President Hugo Chavez, when a coup from the opposition is made.","['Ireland', 'Netherlands', 'USA', 'Germany', 'Finland', 'UK']",2003-09-12,"['Kim Bartley', ""Donnacha O'Briain""]",UNRATED,"{'wins': 13, 'nominations': 3, 'text': '13 wins & 3 nominations.'}",2015-08-07 00:50:32.430000000,2003,"{'rating': 8.5, 'votes': 1999, 'id': 363510}",movie,"{'website': 'http://www.chavezthefilm.com', 'viewer': {'rating': 4.2, 'numReviews': 2011, 'meter': 92}, 'critic': {'rating': 7.9, 'numReviews': 48, 'meter': 98}, 'lastUpdated': datetime.datetime(2015, 8, 25, 18, 33, 12), 'consensus': 'The Revolution Will Not Be Televised is as persuasive and engrossing as it is unapologetically biased.', 'rotten': 1, 'production': 'Vitagraph Films', 'fresh': 47}",,,"['English', 'Spanish']",81.0
573a13adf29313caabd2a23f,"In April 2002, an Irish film crew is making a documentary about Venezuelan President Hugo Chavez, when a coup from the opposition is made.",['Documentary'],74.0,"['Hugo Chèvez', 'Pedro Carmona', 'Jesse Helms', 'Colin Powell']",,The Revolution Will Not Be Televised,"In April 2002, an Irish film crew is making a documentary about Venezuelan President Hugo Chavez, when a coup from the opposition is made.","['Ireland', 'Netherlands', 'USA', 'Germany', 'Finland', 'UK']",2003-09-12,"['Kim Bartley', ""Donnacha O'Briain""]",UNRATED,"{'wins': 13, 'nominations': 3, 'text': '13 wins & 3 nominations.'}",2015-08-31 16:19:21.240000000,2003,"{'rating': 8.4, 'votes': 2016, 'id': 363510}",movie,"{'website': 'http://www.chavezthefilm.com', 'viewer': {'rating': 4.2, 'numReviews': 2011, 'meter': 92}, 'critic': {'rating': 7.9, 'numReviews': 48, 'meter': 98}, 'lastUpdated': datetime.datetime(2015, 8, 25, 18, 33, 12), 'consensus': 'The Revolution Will Not Be Televised is as persuasive and engrossing as it is unapologetically biased.', 'rotten': 1, 'production': 'Vitagraph Films', 'fresh': 47}",,,"['English', 'Spanish']",81.0
573a13aef29313caabd2ea5f,A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.,"['Documentary', 'Mystery']",44.0,"['Jamie Hyneman', 'Adam Savage', 'Robert Lee', 'Kari Byron']",2.0,MythBusters,"Mythbusters takes myths, tall tales and urban legends and gives them the scientific treatment to determine their validity. Myths are proved true, probable, possible, improbable or busted. Often after the real-world practical tests have proved or debunked a Myth, the team will take the experiment to the extreme, many times using more modern technology than the myth could have used or upping the black powder for impressive explosions.",['USA'],2003-10-03,,TV-PG,"{'wins': 7, 'nominations': 3, 'text': 'Nominated for 6 Primetime Emmys. Another 1 win & 3 nominations.'}",2015-08-24 00:12:53.260000000,2003,"{'rating': 8.4, 'votes': 37096, 'id': 383126}",series,,https://m.media-amazon.com/images/M/MV5BMTMwNDcyODYwNV5BMl5BanBnXkFtZTcwMjk1NjA4MQ@@._V1_SY1000_SX677_AL_.jpg,['Peter Rees'],['English'],
573a13a4f29313caabd12b6e,A profile of homeless Romanian children who were born victims of the nation's reckless population growth policy during its communist era.,['Documentary'],104.0,"['Cristina Ionescu', 'Mihai Alexandre Tudose', ""Violeta 'Macarena' Rosu"", 'Ana Turturica']",1.0,Children Underground,"One of the most astonishing and engaging cinematic works of the past decade, CHILDREN UNDERGROUND is a profoundly intimate and heart-wrenching drama about homeless children struggling for survival on the streets and in the subways of Bucharest, Romania.",['USA'],2003-10-05,['Edet Belzberg'],,"{'wins': 5, 'nominations': 2, 'text': 'Nominated for 1 Oscar. Another 4 wins & 2 nominations.'}",2015-08-31 00:50:04.827000000,2001,"{'rating': 8.3, 'votes': 1821, 'id': 264476}",movie,"{'viewer': {'rating': 4.2, 'numReviews': 1101, 'meter': 92}, 'dvd': datetime.datetime(2003, 2, 28, 0, 0), 'critic': {'rating': 7.5, 'numReviews': 17, 'meter': 94}, 'lastUpdated': datetime.datetime(2015, 9, 15, 18, 38, 24), 'rotten': 1, 'production': 'New Video', 'fresh': 16}",https://m.media-amazon.com/images/M/MV5BMTc5MjQxNjAxMV5BMl5BanBnXkFtZTcwMjk3NTEyMQ@@._V1_SY1000_SX677_AL_.jpg,,['Romanian'],85.0
573a13a5f29313caabd133bb,The Bride wakens from a four-year coma. The child she carried in her womb is gone. Now she must wreak vengeance on the team of assassins who betrayed her - a team she was once part of.,['Action'],111.0,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah']",409.0,Kill Bill: Vol. 1,"The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins.",['USA'],2003-10-10,['Quentin Tarantino'],R,"{'wins': 24, 'nominations': 64, 'text': 'Nominated for 1 Golden Globe. Another 23 wins & 64 nominations.'}",2015-08-18 00:04:56.343000000,2003,"{'rating': 8.1, 'votes': 650502, 'id': 266697}",movie,"{'website': 'http://www.kill-bill.com/', 'viewer': {'rating': 3.4, 'numReviews': 32553805, 'meter': 80}, 'dvd': datetime.datetime(2004, 4, 13, 0, 0), 'critic': {'rating': 7.7, 'numReviews': 224, 'meter': 85}, 'lastUpdated': datetime.datetime(2015, 9, 10, 17, 37, 3), 'consensus': 'Kill Bill is nothing more than a highly stylized revenge flick. But what style!', 'rotten': 34, 'production': 'Miramax Films', 'fresh': 190}",https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY1000_SX677_AL_.jpg,"['Quentin Tarantino', 'Quentin Tarantino (character The Bride)', 'Uma Thurman (character The Bride)']","['English', 'Japanese', 'French']",69.0
573a13adf29313caabd2a4a6,"After being kidnapped and imprisoned for 15 years, Oh Dae-Su is released, only to find that he must find his captor in 5 days.","['Drama', 'Mystery', 'Thriller']",120.0,"['Min-sik Choi', 'Ji-tae Yu', 'Hye-jeong Kang', 'Dae-han Ji']",3.0,Oldboy,"An average man is kidnapped and imprisoned in a shabby cell for 15 years without explanation. He then is released, equipped with money, a cellphone and expensive clothes. As he strives to explain his imprisonment and get his revenge, Oh Dae-Su soon finds out that his kidnapper has a greater plan for him and is set onto a path of pain and suffering in an attempt to uncover the motive of his mysterious tormentor.",['South Korea'],2003-11-21,['Chan-wook Park'],R,"{'wins': 24, 'nominations': 14, 'text': '24 wins & 14 nominations.'}",2015-09-06 00:18:40.337000000,2003,"{'rating': 8.4, 'votes': 315289, 'id': 364569}",movie,,https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SY1000_SX677_AL_.jpg,"['Garon Tsuchiya (story)', 'Nobuaki Minegishi (comic)', 'Chan-wook Park (screenplay)', 'Chun-hyeong Lim (screenplay)', 'Jo-yun Hwang (screenplay)', 'Joon-hyung Lim']",['Korean'],74.0
573a13abf29313caabd2635e,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.","['Comedy', 'Drama', 'Romance']",186.0,"['Shah Rukh Khan', 'Preity Zinta', 'Saif Ali Khan', 'Jaya Bhaduri']",2.0,Kal Ho Naa Ho,"Naina {Preity Zinta} is a young woman, slightly ticked off for reasons more than one. His father committed suicide when she needed him the most, leaving Jennifer{Jaya bachchan}, his wife all alone. Lajjo{Sushma Seth}, Jennifer's mother-in-law blames Jennifer for the same. furthermore, Jennifer is unhappy because Lajjo refuses to accept Gia, a 6-year old girl whom Jennifer adopted. Even the restaurant Jennifer is running is not going great guns. in short, nothing is well on the Kapur family front. the only factors that redeem Naina's existence are his toiling and tolerant mother Jennifer, and her bumbling stumbling MBA classmate Rohit {Saif Ali Khan}. Meanwhile, Aman{Shah Rukh Khan}, a happy-go-lucky guy arrives in Naina's neighbourhood and soon changes everything around, thanks to his contagious joviality and jest for life. He proves to be the messiah for the Kapur family in every sort. Naina is not a happy camper initially but could remain unaffected by his charisma for long, and falls in love with him. On the contrary, some platonic moments arouse Rohit's fondness for Naina a bit more and he's in love too. But when Naina thinks of confessing her love to Aman, she realises that Aman is a married man. its only later when we find out that Aman lies because he is a heart patient and has a limited life to live. But since Aman loves Naina too, he wants some one's love to embrace Naina after him for which he finds Rohit suitable. Rohit who took no time to move after some pain, is somehow coaxed by Aman to re-think about his relation with Naina. Aman plans a strategic set of efforts and brings Rohit and Naina close. But when Naina finds out the truth, what follows is a complex string of pangs of helpless love. Aman meets his decided fate, but not before changing Naina's life forever.",['India'],2003-11-28,"['Nikhil Advani', 'Ron Reid Jr.']",,"{'wins': 32, 'nominations': 39, 'text': '32 wins & 39 nominations.'}",2015-08-31 00:38:37.403000000,2003,"{'rating': 8.1, 'votes': 36210, 'id': 347304}",movie,"{'website': 'http://www.khnhthefilm.com/', 'viewer': {'rating': 4.3, 'numReviews': 30514, 'meter': 92}, 'dvd': datetime.datetime(2004, 5, 18, 0, 0), 'critic': {'rating': 7.2, 'numReviews': 7, 'meter': 71}, 'boxOffice': '$1.8M', 'rotten': 2, 'production': 'Yash Raj Films', 'lastUpdated': datetime.datetime(2015, 8, 22, 19, 0, 46), 'fresh': 5}",https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SY1000_SX677_AL_.jpg,"['Niranjan Iyengar (dialogue)', 'Karan Johar (screenplay)', 'Karan Johar (story)']","['Hindi', 'Urdu', 'Gujarati', 'Panjabi']",54.0
573a13abf29313caabd249a0,"Playwright Tony Kushner adapts his political epic about the AIDS crisis during the mid-eighties, around a group of separate but connected individuals.","['Drama', 'Fantasy']",352.0,"['Al Pacino', 'Meryl Streep', 'Emma Thompson', 'Mary-Louise Parker']",1.0,Angels in America,"God has abandoned Heaven. It's 1985: the Reagans are in the White House and Death swings the scythe of AIDS. In Manhattan, Prior Walter tells Lou, his lover of four years, he's ill; Lou bolts. As disease and loneliness ravage Prior, guilt invades Lou. Joe Pitt, an attorney who is Mormon and Republican, is pushed by right-wing fixer Roy Cohn toward a job at the Justice Department. Both Pitt and Cohn are in the closet: Pitt out of shame and religious turmoil, Cohn to preserve his power and access. Pitt's wife Harper is strung out on Valium, aching to escape a sexless marriage. An angel invites Prior to be a prophet in death. Pitt's mother and Belize, a close friend, help Prior choose.","['USA', 'Italy']",2003-12-07,,TV-MA,"{'wins': 53, 'nominations': 40, 'text': 'Won 5 Golden Globes. Another 48 wins & 40 nominations.'}",2015-08-31 05:41:11.577000000,2003,"{'rating': 8.3, 'votes': 21126, 'id': 318997}",series,,https://m.media-amazon.com/images/M/MV5BMTI4NDY4Njk4M15BMl5BanBnXkFtZTcwNzkxMjUyMQ@@._V1_SY1000_SX677_AL_.jpg,,"['English', 'Hebrew', 'Aramaic', 'Yiddish', 'French']",
573a13a9f29313caabd1f835,"Playwright Tony Kushner adapts his political epic about the AIDS crisis during the mid-eighties, around a group of separate but connected individuals.","['Drama', 'Fantasy']",352.0,"['Al Pacino', 'Meryl Streep', 'Emma Thompson', 'Mary-Louise Parker']",,Angels in America,"God has abandoned Heaven. It's 1985: the Reagans are in the White House and Death swings the scythe of AIDS. In Manhattan, Prior Walter tells Lou, his lover of four years, he's ill; Lou bolts. As disease and loneliness ravage Prior, guilt invades Lou. Joe Pitt, an attorney who is Mormon and Republican, is pushed by right-wing fixer Roy Cohn toward a job at the Justice Department. Both Pitt and Cohn are in the closet: Pitt out of shame and religious turmoil, Cohn to preserve his power and access. Pitt's wife Harper is strung out on Valium, aching to escape a sexless marriage. An angel invites Prior to be a prophet in death. Pitt's mother and Belize, a close friend, help Prior choose.","['USA', 'Italy']",2003-12-07,,TV-MA,"{'wins': 53, 'nominations': 40, 'text': 'Won 5 Golden Globes. Another 48 wins & 40 nominations.'}",2015-09-12 00:15:31.780000000,2003,"{'rating': 8.3, 'votes': 21161, 'id': 318997}",series,"{'viewer': {'rating': 3.3, 'numReviews': 111, 'meter': 100}, 'dvd': datetime.datetime(2005, 8, 23, 0, 0), 'lastUpdated': datetime.datetime(2015, 6, 1, 18, 10, 54)}",https://m.media-amazon.com/images/M/MV5BMTI4NDY4Njk4M15BMl5BanBnXkFtZTcwNzkxMjUyMQ@@._V1_SY1000_SX677_AL_.jpg,,"['English', 'Hebrew', 'Aramaic', 'Yiddish', 'French']",
573a13a9f29313caabd1e90b,"A re-imagining of the original series in which a ""rag-tag fugitive fleet"" of the last remnants of mankind flees pursuing robots while simultaneously searching for their true home, Earth.","['Action', 'Adventure', 'Drama']",183.0,"['Edward James Olmos', 'Mary McDonnell', 'Katee Sackhoff', 'Jamie Bamber']",2.0,Battlestar Galactica,"It's been 40 years since the 12 colonies of mankind have heard from their progeny, the Cylons -- robotic creatures who rose up and declared war on their masters, then disappeared. In a sudden, devastating strike, the Cylons return and lay waste to the colonies, aided by human-looking Cylon variants and an unwitting fifth columnist. The attack forces Commander William Adama to call into action his museum-piece warship, the Battlestar Galactica, and soon its company of hotshot fighter pilots is blasting away at the invaders. But their best efforts can't prevent the colonies' obliteration. Fleeing the Cylon genocide, the Galactica leads a rag-tag fleet of survivors on a lonely quest to find humanity's fabled 13th colony -- a planet known as Earth.",['USA'],2003-12-08,,TV-14,"{'wins': 6, 'nominations': 3, 'text': 'Nominated for 3 Primetime Emmys. Another 3 wins & 3 nominations.'}",2015-08-24 00:20:25.760000000,2003,"{'rating': 8.7, 'votes': 40437, 'id': 314979}",series,"{'viewer': {'rating': 4.3, 'numReviews': 12195, 'meter': 95}, 'dvd': datetime.datetime(2004, 12, 28, 0, 0), 'production': 'R&D Television', 'lastUpdated': datetime.datetime(2015, 9, 10, 18, 30, 7)}",https://m.media-amazon.com/images/M/MV5BZjJlYzgzOWUtZmJlZi00ZGM4LTliNzctNWFkNThlMDJhZDQxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY1000_SX677_AL_.jpg,,['English'],
573a139ef29313caabcfbd6a,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"['Adventure', 'Fantasy']",201.0,"['Noel Appleby', 'Ali Astin', 'Sean Astin', 'David Aston']",420.0,The Lord of the Rings: The Return of the King,"While Frodo & Sam continue to approach Mount Doom to destroy the One Ring, unaware of the path Gollum is leading them, the former Fellowship aid Rohan & Gondor in a great battle in the Pelennor Fields, Minas Tirith and the Black Gates as Sauron wages his last war against Middle-Earth.","['USA', 'New Zealand']",2003-12-17,['Peter Jackson'],PG-13,"{'wins': 175, 'nominations': 87, 'text': 'Won 11 Oscars. Another 164 wins & 87 nominations.'}",2015-08-22 00:05:56.687000000,2003,"{'rating': 8.9, 'votes': 1081144, 'id': 167260}",movie,"{'website': 'http://www.lordoftherings.net/', 'viewer': {'rating': 3.7, 'numReviews': 34672897, 'meter': 86}, 'dvd': datetime.datetime(2004, 5, 25, 0, 0), 'critic': {'rating': 8.7, 'numReviews': 261, 'meter': 95}, 'boxOffice': '$364.0M', 'consensus': 'Visually breathtaking and emotionally powerful, The Lord of the Rings - The Return of the King is a moving and satisfying conclusion to a great trilogy.', 'rotten': 14, 'production': 'New Line Cinema', 'lastUpdated': datetime.datetime(2015, 9, 10, 17, 29, 56), 'fresh': 247}",https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY1000_SX677_AL_.jpg,"['J.R.R. Tolkien (novel)', 'Fran Walsh (screenplay)', 'Philippa Boyens (screenplay)', 'Peter Jackson (screenplay)']","['English', 'Quenya', 'Old English', 'Sindarin']",94.0
